claim_id,customer_age,customer_gender,customer_income,policy_type,policy_tenure,premium_amount,claim_amount,vehicle_age,vehicle_type,accident_type,accident_severity,claim_delay_days,police_report,witness_available,repair_estimate,number_of_injuries,hospital_expense,previous_claims,previous_fraud_flags,claim_history,location_risk_score,policy_risk_score,fraud_flag,claim_to_premium_ratio,claim_frequency,high_claim_indicator,claim_delay_category,customer_claim_risk,total_financial_exposure,discrepancy_repair_ratio,unwitnessed_severe_accident,location_severity_index,young_driver_luxury_claim
CLM-2024-13702,29,Female,105734.86,Comprehensive,1.9,1640.34,4370.65,5,Sedan,Single-Vehicle,Minor,0,No,No,4276.46,0,0.0,1,0,Standard,0.223,0.328,0,2.6645,0.5263,1,Immediate,1.5,8647.11,0.022,0,0.223,0
CLM-2024-24656,40,Female,44182.91,Collision,4.1,1092.82,44669.66,6,SUV,Multi-Vehicle,Minor,1,Yes,Yes,1581.75,4,27087.79,0,0,Clean,0.807,0.518,1,40.8756,0.0,1,Immediate,0.0,73339.2,27.0695,0,0.807,0
CLM-2024-15523,30,Male,42701.7,Comprehensive,2.4,2124.57,69548.61,6,Truck,Multi-Vehicle,Major,2,Yes,No,58000.0,3,11678.5,0,0,Clean,0.841,0.266,0,32.7354,0.0,1,Immediate,0.0,139227.11,0.1991,0,2.9435,0
CLM-2024-21530,43,Female,99736.27,Comprehensive,0.9,1711.0,7807.53,3,SUV,Single-Vehicle,Minor,2,Yes,No,7689.45,0,0.0,0,0,Clean,0.492,0.462,0,4.5631,0.0,1,Immediate,0.0,15496.98,0.0153,0,0.492,0
CLM-2024-23272,33,Female,28893.35,Collision,5.0,1076.57,61733.43,11,SUV,Multi-Vehicle,Major,2,Yes,No,38616.04,4,22970.55,2,0,Standard,0.284,0.392,0,57.3427,0.4,1,Immediate,3.0,123320.02,0.5985,0,0.994,0
CLM-2024-10675,53,Male,51481.46,Comprehensive,0.3,1973.61,5163.71,4,Sedan,Multi-Vehicle,Minor,6,No,Yes,4960.13,0,0.0,1,0,Standard,0.087,0.399,0,2.6164,3.3333,1,Standard,1.5,10123.84,0.041,0,0.087,0
CLM-2024-25641,33,Female,143679.59,Comprehensive,2.0,1597.09,5352.26,5,Truck,Theft,Minor,1,No,Yes,5285.85,0,0.0,1,0,Standard,0.917,0.432,0,3.3513,0.5,1,Immediate,1.5,10638.11,0.0125,0,0.917,0
CLM-2024-23750,61,Female,74118.5,Collision,1.0,1204.96,8802.75,7,SUV,Vandalism,Minor,4,Yes,No,9120.14,0,0.0,2,0,Standard,0.356,0.324,0,7.3054,2.0,1,Standard,3.0,17922.89,0.0348,0,0.356,0
CLM-2024-22299,42,Male,42630.51,Comprehensive,1.2,2307.51,12481.68,6,Sedan,Single-Vehicle,Moderate,6,Yes,No,12333.66,0,0.0,0,0,Clean,0.469,0.448,0,5.4092,0.0,1,Standard,0.0,24815.34,0.012,0,0.938,0
CLM-2024-18617,40,Male,,Comprehensive,0.2,1574.81,53262.32,5,Luxury,Animal Collision,Moderate,0,Yes,Yes,29830.26,3,23346.13,0,0,Clean,0.557,0.86,0,33.8214,0.0,1,Immediate,0.0,106438.71,0.7852,0,1.114,0
CLM-2024-22087,52,Male,49610.89,Third-Party,15.5,732.92,8055.26,6,SUV,Multi-Vehicle,Minor,2,No,No,7775.21,0,0.0,0,0,Clean,0.638,0.182,0,10.9906,0.0,1,Immediate,0.0,15830.47,0.036,0,0.638,0
CLM-2024-14399,27,Male,43147.91,Comprehensive,15.8,1472.25,3362.92,5,SUV,Multi-Vehicle,Minor,1,Yes,Yes,3478.36,0,0.0,0,0,Clean,0.315,0.387,0,2.2842,0.0,0,Immediate,0.0,6841.28,0.0331,0,0.315,0
CLM-2024-10789,26,Female,34492.64,Collision,3.3,970.97,1130.08,12,SUV,Animal Collision,Minor,5,Yes,No,1214.68,0,0.0,2,0,Standard,0.327,0.608,0,1.1639,0.6061,0,Standard,3.0,2344.76,0.0691,0,0.327,0
CLM-2024-13675,22,Female,48621.97,Third-Party,16.6,380.0,26604.8,9,Sedan,Multi-Vehicle,Major,0,Yes,Yes,22991.46,1,3500.65,0,0,Clean,0.147,0.291,0,70.0126,0.0,0,Immediate,0.0,53096.91,0.1571,0,0.5145,0
CLM-2024-19976,31,Female,22000.0,Comprehensive,2.1,1927.71,17277.73,5,SUV,Single-Vehicle,Moderate,5,No,No,17538.88,0,0.0,0,0,Clean,0.594,0.275,0,8.9628,0.0,1,Standard,0.0,34816.61,0.0149,0,1.188,0
CLM-2024-19067,54,Male,56434.61,Third-Party,0.8,473.56,21650.03,4,SUV,Single-Vehicle,Major,1,Yes,Yes,14800.35,1,6780.77,1,0,Standard,0.269,0.554,0,45.7176,1.25,0,Immediate,1.5,43231.15,0.4625,0,0.9415,0
CLM-2024-25871,43,Female,58282.99,Comprehensive,1.2,1819.92,4351.43,9,SUV,Single-Vehicle,Minor,0,Yes,No,4283.47,0,0.0,0,0,Clean,0.721,0.15,0,2.391,0.0,1,Immediate,0.0,8634.9,0.0158,0,0.721,0
CLM-2024-22759,52,Female,25659.55,Comprehensive,20.7,1196.57,24069.14,6,SUV,Multi-Vehicle,Major,2,Yes,No,24196.51,0,0.0,1,0,Standard,0.367,0.635,0,20.1151,0.0483,0,Immediate,1.5,48265.65,0.0053,0,1.2845,0
CLM-2024-11558,52,Female,38096.21,Collision,5.7,895.14,10071.35,5,SUV,Single-Vehicle,Moderate,2,No,,10009.39,0,0.0,1,0,Standard,0.372,0.598,0,11.2511,0.1754,0,Immediate,1.5,20080.74,0.0062,0,0.744,0
CLM-2024-26789,47,Female,65599.36,Third-Party,0.4,876.07,6688.32,6,Luxury,Theft,Minor,5,Yes,No,6593.16,0,0.0,0,0,Clean,0.308,0.564,0,7.6345,0.0,1,Standard,0.0,13281.48,0.0144,0,0.308,0
CLM-2024-26984,67,Male,58562.55,Third-Party,0.8,661.09,1765.58,8,SUV,Multi-Vehicle,Minor,16,Yes,Yes,1812.99,0,0.0,2,0,Standard,0.304,0.353,0,2.6707,2.5,0,Delayed,3.0,3578.57,0.026,0,0.304,0
CLM-2024-12589,46,Female,56654.84,Comprehensive,2.1,1691.37,18149.5,6,SUV,Multi-Vehicle,Major,4,Yes,No,18206.91,0,0.0,2,0,Standard,0.577,0.645,0,10.7307,0.9524,0,Standard,3.0,36356.41,0.0032,0,2.0195,0
CLM-2024-10962,43,Female,57225.16,Collision,2.0,1093.06,2981.61,6,Sedan,Multi-Vehicle,Minor,2,No,No,3037.56,0,0.0,0,0,Clean,0.407,0.067,0,2.7278,0.0,0,Immediate,0.0,6019.17,0.0184,0,0.407,0
CLM-2024-15900,48,Female,73693.9,Third-Party,6.9,720.46,7567.85,6,Sedan,Multi-Vehicle,Major,6,Yes,No,7447.61,0,0.0,1,0,Standard,0.266,0.24,0,10.5042,0.1449,0,Standard,1.5,15015.46,0.0161,0,0.931,0
CLM-2024-15089,21,Female,67218.86,Comprehensive,5.4,1345.57,7779.49,5,SUV,Single-Vehicle,Moderate,11,Yes,No,7823.1,0,0.0,1,0,Standard,0.571,0.262,0,5.7816,0.1852,0,Delayed,1.5,15602.59,0.0056,0,1.142,0
CLM-2024-22448,44,Female,33496.71,Third-Party,1.9,730.89,7154.34,5,Sedan,Single-Vehicle,Major,16,Yes,Yes,7127.44,0,0.0,1,0,Standard,0.393,0.176,0,9.7885,0.5263,0,Delayed,1.5,14281.78,0.0038,0,1.3755,0
CLM-2024-16299,55,Female,56634.38,Collision,3.3,1424.0,12071.06,6,Sedan,Theft,Major,2,No,Yes,5377.1,4,6722.26,1,0,Standard,0.262,0.311,0,8.4769,0.303,0,Immediate,1.5,24170.42,1.2426,0,0.917,0
CLM-2024-10218,60,Female,49727.6,Collision,3.5,1224.28,43598.45,8,Truck,Multi-Vehicle,Total Loss,4,Yes,No,35534.25,1,7834.5,0,0,Clean,0.419,0.469,0,35.6115,0.0,0,Standard,0.0,86967.2,0.2269,0,2.095,0
CLM-2024-24063,60,Male,,Comprehensive,1.2,1672.18,3572.15,3,Sedan,Animal Collision,Minor,4,No,No,3669.17,0,0.0,2,0,Standard,0.219,0.721,0,2.1362,1.6667,1,Standard,3.0,7241.32,0.0264,0,0.219,0
CLM-2024-15122,22,Female,42609.23,Comprehensive,11.4,1699.86,4088.33,3,Sedan,Single-Vehicle,Minor,5,Yes,Yes,3956.54,0,0.0,1,0,Standard,0.539,0.274,0,2.4051,0.0877,1,Standard,1.5,8044.87,0.0332,0,0.539,0
CLM-2024-17605,34,Female,37213.83,Comprehensive,0.6,1581.38,11361.82,5,Sedan,Multi-Vehicle,Moderate,3,No,Yes,11413.74,0,0.0,0,0,Clean,0.473,0.529,0,7.1847,0.0,1,Standard,0.0,22775.56,0.0045,0,0.946,0
CLM-2024-13156,31,Female,56076.46,Comprehensive,1.2,1736.9,69098.59,5,Sedan,Multi-Vehicle,Major,2,No,No,48801.92,4,20258.84,0,0,Clean,0.447,0.247,0,39.7827,0.0,1,Immediate,0.0,138159.35,0.4158,1,1.5645,0
CLM-2024-20871,34,Male,59853.29,Comprehensive,2.5,1465.84,1106.22,2,Sedan,Vandalism,Minor,12,Yes,No,1074.57,0,0.0,0,0,Clean,0.307,0.563,0,0.7547,0.0,0,Delayed,0.0,2180.79,0.0292,0,0.307,0
CLM-2024-10964,40,Female,68436.35,Comprehensive,3.3,2020.31,6855.48,6,SUV,Multi-Vehicle,Minor,8,Yes,No,6772.42,0,0.0,1,0,Standard,0.279,0.359,0,3.3933,0.303,1,Standard,1.5,13627.9,0.0122,0,0.279,0
CLM-2024-28132,31,Female,27221.89,Comprehensive,7.6,1763.13,75000.0,5,Luxury,Multi-Vehicle,Total Loss,0,Yes,Yes,58000.0,3,20840.8,0,0,Clean,0.149,0.191,0,42.538,0.0,1,Immediate,0.0,153840.8,0.2931,0,0.745,0
CLM-2024-19249,60,Female,91057.33,Comprehensive,3.7,2057.48,42680.24,1,Sports,Single-Vehicle,Major,11,Yes,,22811.41,0,0.0,2,0,Standard,0.31,0.947,1,20.7439,0.5405,1,Delayed,3.0,65491.65,0.8706,0,1.085,0
CLM-2024-13691,52,Male,29182.79,Collision,6.7,1280.03,63050.13,3,SUV,Multi-Vehicle,Total Loss,3,Yes,Yes,58000.0,2,5162.19,2,0,Standard,0.454,0.186,0,49.2568,0.2985,1,Standard,3.0,126212.32,0.0871,0,2.27,0
CLM-2024-13446,37,Male,,Comprehensive,0.8,1978.42,3278.71,4,Sedan,Vandalism,Minor,0,No,Yes,3250.95,0,0.0,1,0,Standard,0.406,0.798,0,1.6572,1.25,0,Immediate,1.5,6529.66,0.0085,0,0.406,0
CLM-2024-12992,64,Male,52581.21,Comprehensive,3.4,1983.89,2620.65,10,Sedan,Multi-Vehicle,Minor,1,No,No,2437.36,0,0.0,1,0,Standard,0.392,0.457,0,1.321,0.2941,0,Immediate,1.5,5058.01,0.0749,0,0.392,0
CLM-2024-17759,34,Male,31148.33,Third-Party,1.7,821.54,31045.42,5,Sedan,Single-Vehicle,Moderate,2,No,No,30934.41,0,0.0,1,0,Standard,0.515,0.713,0,37.7893,0.5882,1,Immediate,1.5,61979.83,0.0036,0,1.03,0
CLM-2024-23440,50,Male,56804.33,Comprehensive,7.1,1575.97,2150.35,3,Sedan,Single-Vehicle,Minor,20,No,Yes,2255.0,0,0.0,1,0,Standard,0.563,0.136,0,1.3645,0.1408,0,Delayed,1.5,4405.35,0.0462,0,0.563,0
CLM-2024-27768,42,Male,71824.98,Comprehensive,0.7,1552.41,16769.76,7,Sedan,Single-Vehicle,Moderate,1,Yes,Yes,3332.86,3,13298.0,1,0,Standard,0.188,0.273,0,10.8024,1.4286,1,Immediate,1.5,33400.62,4.0196,0,0.376,0
CLM-2024-29222,41,Female,47398.9,Third-Party,4.7,614.14,3819.2,5,Sports,Multi-Vehicle,Minor,7,No,No,3917.21,0,0.0,0,0,Clean,0.65,0.667,0,6.2188,0.0,1,Standard,0.0,7736.41,0.025,0,0.65,0
CLM-2024-18772,55,Female,42702.02,Comprehensive,4.6,1406.43,7210.38,7,Sports,Multi-Vehicle,Minor,0,Yes,Yes,7326.65,0,0.0,1,0,Standard,0.492,0.417,0,5.1267,0.2174,1,Immediate,1.5,14537.03,0.0158,0,0.492,0
CLM-2024-19395,29,Male,31996.61,Collision,1.2,1234.45,39824.97,4,SUV,Vandalism,Major,0,Yes,No,32446.25,2,7390.87,2,0,Standard,0.163,0.528,0,32.2613,1.6667,1,Immediate,3.0,79662.09,0.2273,0,0.5705,0
CLM-2024-25001,54,Female,88727.5,Collision,1.3,1241.18,3659.88,6,Truck,Multi-Vehicle,Minor,0,No,Yes,3475.93,0,0.0,0,0,Clean,0.429,0.05,0,2.9487,0.0,1,Immediate,0.0,7135.81,0.0528,0,0.429,0
CLM-2024-25768,38,Male,50215.25,Comprehensive,0.4,1632.8,15254.27,4,SUV,Single-Vehicle,Major,4,Yes,Yes,7659.03,1,7671.5,0,0,Clean,0.629,0.178,0,9.3424,0.0,0,Standard,0.0,30584.8,0.9904,0,2.2015,0
CLM-2024-10371,42,Male,56945.08,Collision,6.6,795.1,23718.59,3,Sedan,Multi-Vehicle,Total Loss,9,Yes,No,23549.62,0,0.0,2,0,Standard,0.418,0.282,0,29.831,0.303,0,Standard,3.0,47268.21,0.0072,0,2.09,0
CLM-2024-19490,25,Male,61825.78,Comprehensive,2.7,1769.39,5453.88,8,SUV,Animal Collision,Moderate,0,No,No,5589.35,0,0.0,2,0,Standard,0.288,0.532,0,3.0824,0.7407,0,Immediate,3.0,11043.23,0.0242,0,0.576,0
CLM-2024-27643,21,Male,50710.68,Comprehensive,0.2,1589.66,40646.6,4,SUV,Single-Vehicle,Moderate,9,Yes,No,21329.95,3,19333.73,1,0,Standard,0.473,0.495,0,25.5694,5.0,1,Standard,1.5,81310.28,0.9052,0,0.946,0
CLM-2024-12477,18,Male,39727.17,Collision,9.2,1375.7,6860.06,6,SUV,Theft,Minor,8,No,Yes,6647.0,0,0.0,0,0,Clean,0.451,0.33,0,4.9866,0.0,1,Standard,0.0,13507.06,0.032,0,0.451,0
CLM-2024-15603,50,Female,56148.15,Collision,1.2,944.5,2704.44,8,Sports,Animal Collision,Moderate,0,Yes,No,2727.16,0,0.0,0,0,Clean,0.44,0.281,0,2.8634,0.0,0,Immediate,0.0,5431.6,0.0083,0,0.88,0
CLM-2024-11067,26,Female,98709.24,Comprehensive,1.7,1570.28,9610.08,2,Sedan,Multi-Vehicle,Moderate,0,Yes,No,9808.64,0,0.0,0,0,Clean,0.408,0.421,0,6.12,0.0,0,Immediate,0.0,19418.72,0.0202,0,0.816,0
CLM-2024-14401,41,Female,53601.97,Collision,1.7,718.29,74895.24,8,Luxury,Multi-Vehicle,Total Loss,2,No,Yes,58000.0,2,16904.31,2,0,Standard,0.295,0.135,0,104.2688,1.1765,1,Immediate,3.0,149799.55,0.2912,0,1.475,0
CLM-2024-27016,21,Male,29929.01,Comprehensive,0.2,1640.05,65016.67,7,Luxury,Single-Vehicle,Total Loss,2,Yes,Yes,58000.0,1,6864.83,0,0,Clean,0.274,0.402,0,39.6431,0.0,1,Immediate,0.0,129881.5,0.121,0,1.37,1
CLM-2024-21329,43,Female,80879.36,Comprehensive,0.2,1983.34,6540.27,10,Truck,Single-Vehicle,Minor,6,No,No,6629.97,0,0.0,0,0,Clean,0.629,0.389,0,3.2976,0.0,1,Standard,0.0,13170.24,0.0135,0,0.629,0
CLM-2024-28161,30,Male,63724.18,Comprehensive,3.1,1593.68,75081.18,8,Sedan,Multi-Vehicle,Major,1,No,No,41089.84,0,0.0,0,0,Clean,0.561,0.469,1,47.1118,0.0,1,Immediate,0.0,116171.02,0.827,1,1.9635,0
CLM-2024-13079,24,Other,168302.91,Third-Party,15.3,934.35,21346.8,4,SUV,Multi-Vehicle,Major,5,Yes,Yes,21348.18,0,0.0,0,0,Clean,0.286,0.719,0,22.8467,0.0,0,Standard,0.0,42694.98,0.0001,0,1.001,0
CLM-2024-12853,61,Male,141315.79,Collision,0.7,1153.98,73738.47,5,Sedan,Multi-Vehicle,Total Loss,1,Yes,Yes,58000.0,2,16124.58,0,0,Clean,0.558,0.05,0,63.8993,0.0,1,Immediate,0.0,147863.05,0.2713,0,2.79,0
CLM-2024-29866,70,Male,63046.86,Comprehensive,5.1,1552.38,29953.12,8,Luxury,Theft,Major,15,Yes,Yes,29868.15,0,0.0,0,0,Clean,0.488,0.695,0,19.295,0.0,1,Delayed,0.0,59821.27,0.0028,0,1.708,0
CLM-2024-10890,18,Female,58402.46,Third-Party,1.6,610.1,31621.22,5,Sedan,Single-Vehicle,Total Loss,5,Yes,No,13201.93,4,18362.79,1,0,Standard,0.337,0.496,0,51.8296,0.625,0,Standard,1.5,63185.94,1.3941,0,1.685,0
CLM-2024-12845,32,Female,31723.19,Comprehensive,1.8,1839.81,2944.43,3,Sedan,Animal Collision,Minor,3,No,No,2900.96,0,0.0,1,0,Standard,0.483,0.182,0,1.6004,0.5556,0,Standard,1.5,5845.39,0.0149,0,0.483,0
CLM-2024-15600,37,Female,,Collision,2.1,1262.74,8202.54,8,SUV,Multi-Vehicle,Moderate,0,Yes,No,8290.15,0,0.0,0,0,Clean,0.6,0.218,0,6.4958,0.0,0,Immediate,0.0,16492.69,0.0106,0,1.2,0
CLM-2024-28804,36,Female,50919.79,Collision,0.9,710.77,6624.35,5,SUV,Multi-Vehicle,Moderate,6,No,No,6487.22,0,0.0,1,0,Standard,0.678,0.221,0,9.32,1.1111,0,Standard,1.5,13111.57,0.0211,0,1.356,0
CLM-2024-20392,39,Male,61569.92,Third-Party,10.0,452.27,8452.26,5,SUV,Multi-Vehicle,Moderate,9,No,Yes,8526.33,0,0.0,0,0,Clean,0.262,0.364,0,18.6885,0.0,0,Standard,0.0,16978.59,0.0087,0,0.524,0
CLM-2024-17873,41,Female,37462.01,Comprehensive,1.9,1969.7,8372.96,8,Sports,Multi-Vehicle,Minor,7,Yes,No,8319.14,0,0.0,2,0,Standard,0.464,0.739,0,4.2509,1.0526,1,Standard,3.0,16692.1,0.0065,0,0.464,0
CLM-2024-17760,18,Female,46637.75,Collision,2.4,781.39,97860.69,6,Sedan,Multi-Vehicle,Major,8,Yes,,41705.82,4,13928.47,1,0,Standard,0.792,0.295,1,125.2392,0.4167,1,Standard,1.5,153494.98,1.3461,0,2.772,0
CLM-2024-24031,52,Male,52786.96,Collision,16.2,1188.48,20870.93,8,Sedan,Single-Vehicle,Moderate,10,No,No,20989.31,0,0.0,0,0,Clean,0.346,0.346,0,17.561,0.0,1,Standard,0.0,41860.24,0.0056,0,0.692,0
CLM-2024-14112,49,Male,55923.03,Collision,12.2,1142.18,95522.4,7,Luxury,Theft,Major,2,No,Yes,58000.0,1,6843.01,0,0,Clean,0.651,0.554,1,83.6317,0.0,1,Immediate,0.0,160365.41,0.6468,0,2.2785,0
CLM-2024-10046,45,Male,43868.71,Comprehensive,4.0,1799.42,3985.18,1,SUV,Multi-Vehicle,Minor,2,No,No,4072.85,0,0.0,1,0,Standard,0.215,0.363,0,2.2147,0.25,1,Immediate,1.5,8058.03,0.0215,0,0.215,0
CLM-2024-27703,27,Female,29701.98,Comprehensive,5.5,1483.89,77726.55,7,SUV,Multi-Vehicle,Major,45,Yes,No,50793.54,0,0.0,2,0,Standard,0.542,0.508,1,52.3803,0.3636,1,Critical,3.0,128520.09,0.5301,0,1.897,0
CLM-2024-24790,64,Male,36107.2,Comprehensive,0.2,2081.9,1656.35,6,Sedan,Multi-Vehicle,Moderate,5,No,Yes,1473.26,0,0.0,0,0,Clean,0.809,0.547,0,0.7956,0.0,0,Standard,0.0,3129.61,0.1234,0,1.618,0
CLM-2024-11269,51,Male,65798.86,Collision,0.6,1218.53,30525.66,9,SUV,Multi-Vehicle,Moderate,17,Yes,No,22460.24,0,0.0,2,0,Standard,0.153,0.635,1,25.0512,3.3333,1,Delayed,3.0,52985.9,0.3589,0,0.306,0
CLM-2024-21051,22,Female,146070.7,Comprehensive,0.2,1474.47,33388.5,5,Sedan,Multi-Vehicle,Major,5,Yes,No,19956.95,2,13479.67,0,0,Clean,0.35,0.516,0,22.6444,0.0,1,Standard,0.0,66825.12,0.6727,0,1.225,0
CLM-2024-16397,58,Male,71959.88,Third-Party,1.4,1137.31,13850.01,8,SUV,Multi-Vehicle,Moderate,0,No,Yes,1057.66,3,12860.6,0,0,Clean,0.475,0.75,0,12.1779,0.0,1,Immediate,0.0,27768.27,11.9817,0,0.95,0
CLM-2024-14466,49,Male,24801.26,Comprehensive,15.0,1223.64,10175.51,9,SUV,Multi-Vehicle,Moderate,1,Yes,No,10466.63,0,0.0,0,0,Clean,0.369,0.361,0,8.3158,0.0,1,Immediate,0.0,20642.14,0.0278,0,0.738,0
CLM-2024-22829,65,Female,44590.43,Collision,1.4,978.04,41155.64,5,Sedan,Multi-Vehicle,Moderate,14,Yes,Yes,26646.93,0,0.0,0,0,Clean,0.832,0.204,1,42.0797,0.0,1,Delayed,0.0,67802.57,0.5443,0,1.664,0
CLM-2024-11164,20,Male,39531.93,Comprehensive,3.2,1649.54,17477.75,8,Luxury,Multi-Vehicle,Minor,3,No,No,17913.01,0,0.0,1,0,Standard,0.23,0.221,0,10.5955,0.3125,1,Standard,1.5,35390.76,0.0243,0,0.23,1
CLM-2024-11037,55,Female,58650.2,Comprehensive,0.9,2319.72,32307.49,3,Sedan,Vandalism,Moderate,3,No,No,17733.02,0,0.0,2,1,Suspicious,0.353,0.785,1,13.9273,2.2222,1,Standard,7.0,50040.51,0.8214,0,0.706,0
CLM-2024-21811,77,Male,78732.68,Comprehensive,0.3,2125.2,69468.17,6,Sedan,Single-Vehicle,Total Loss,7,Yes,No,41016.73,3,13879.15,0,0,Clean,0.781,0.628,1,32.6878,0.0,1,Standard,0.0,124364.05,0.6935,0,3.905,0
CLM-2024-25764,52,Male,44639.62,Collision,5.0,1075.61,27765.07,2,Luxury,Multi-Vehicle,Major,2,Yes,Yes,27741.07,0,0.0,0,0,Clean,0.242,0.346,0,25.8133,0.0,1,Immediate,0.0,55506.14,0.0009,0,0.847,0
CLM-2024-21758,25,Female,75643.93,Collision,3.0,1363.41,7762.39,10,Sedan,Single-Vehicle,Moderate,5,No,No,7905.3,0,0.0,1,0,Standard,0.352,0.463,0,5.6934,0.3333,0,Standard,1.5,15667.69,0.0181,0,0.704,0
CLM-2024-12894,32,Male,86196.01,Third-Party,15.4,527.53,3975.33,5,Sedan,Multi-Vehicle,Minor,0,No,Yes,4298.36,0,0.0,3,0,Frequent,0.483,0.477,0,7.5357,0.1948,1,Immediate,4.5,8273.69,0.075,0,0.483,0
CLM-2024-28188,51,Female,25555.97,Third-Party,2.4,380.0,3509.89,9,Truck,Vandalism,Moderate,4,Yes,Yes,3293.72,0,0.0,1,0,Standard,0.372,0.356,0,9.2366,0.4167,0,Standard,1.5,6803.61,0.0654,0,0.744,0
CLM-2024-17115,21,Male,111295.58,Collision,15.0,926.83,4858.58,9,Truck,Multi-Vehicle,Minor,19,No,No,4746.96,0,0.0,0,0,Clean,0.229,0.282,0,5.2421,0.0,1,Delayed,0.0,9605.54,0.0235,0,0.229,0
CLM-2024-27335,53,Female,137539.21,Comprehensive,1.3,1635.56,4602.24,6,SUV,Theft,Minor,4,No,No,4487.53,0,0.0,3,0,Frequent,0.578,0.381,0,2.8139,2.3077,1,Standard,4.5,9089.77,0.0255,0,0.578,0
CLM-2024-16507,34,Male,35243.52,Collision,3.1,760.35,3242.18,4,SUV,Multi-Vehicle,Minor,9,No,Yes,3289.19,0,0.0,0,0,Clean,0.425,0.645,0,4.2641,0.0,0,Standard,0.0,6531.37,0.0142,0,0.425,0
CLM-2024-10442,46,Female,37852.07,Comprehensive,8.3,1322.64,7327.06,3,Sports,Multi-Vehicle,Minor,1,No,Yes,7504.37,0,0.0,1,0,Standard,0.575,0.288,0,5.5397,0.1205,1,Immediate,1.5,14831.43,0.0236,0,0.575,0
CLM-2024-28209,35,Female,32539.99,Comprehensive,1.9,2417.36,58085.35,6,Sedan,Vandalism,Total Loss,5,No,No,58000.0,0,0.0,0,0,Clean,0.11,0.701,0,24.0284,0.0,1,Standard,0.0,116085.35,0.0015,1,0.55,0
CLM-2024-11952,45,Female,46364.6,Third-Party,1.3,517.58,23217.69,10,Luxury,Vandalism,Moderate,6,Yes,Yes,14712.74,0,0.0,1,0,Standard,0.765,0.408,1,44.8582,0.7692,1,Standard,1.5,37930.43,0.5777,0,1.53,0
CLM-2024-11705,45,Female,22000.0,Collision,2.3,1268.74,57801.04,4,Luxury,Animal Collision,Total Loss,1,Yes,Yes,58000.0,0,0.0,1,0,Standard,0.613,0.55,0,45.5578,0.4348,1,Immediate,1.5,115801.04,0.0034,0,3.065,0
CLM-2024-11264,35,Female,58516.44,Comprehensive,5.3,1295.79,21227.68,5,Sedan,Single-Vehicle,Moderate,9,Yes,Yes,4849.71,2,16662.51,2,0,Standard,0.56,0.303,0,16.382,0.3774,1,Standard,3.0,42739.9,3.3702,0,1.12,0
CLM-2024-16136,41,Male,27389.67,Collision,0.3,1153.09,20430.27,4,SUV,Multi-Vehicle,Moderate,2,Yes,No,8441.97,2,12022.48,1,0,Standard,0.251,0.305,0,17.7178,3.3333,1,Immediate,1.5,40894.72,1.4184,0,0.502,0
CLM-2024-24874,28,Male,36070.0,Collision,4.9,891.13,6888.96,4,Sedan,Animal Collision,Moderate,2,No,,6929.75,0,0.0,1,0,Standard,0.135,0.644,0,7.7306,0.2041,0,Immediate,1.5,13818.71,0.0059,0,0.27,0
CLM-2024-28543,60,Female,46265.13,Collision,1.0,1084.8,14953.87,8,Sports,Single-Vehicle,Moderate,4,No,No,14883.25,0,0.0,1,0,Standard,0.644,0.432,0,13.7849,1.0,1,Standard,1.5,29837.12,0.0047,0,1.288,0
CLM-2024-14431,41,Female,22002.54,Comprehensive,7.0,1779.62,49918.46,4,Sedan,Multi-Vehicle,Total Loss,12,Yes,No,33913.36,4,16035.48,1,0,Standard,0.614,0.466,0,28.0501,0.1429,1,Delayed,1.5,99867.3,0.4718,0,3.07,0
CLM-2024-26749,34,Male,33551.26,Third-Party,0.5,491.65,5266.72,6,SUV,Animal Collision,Minor,0,Yes,,5182.96,0,0.0,1,0,Standard,0.173,0.357,0,10.7123,2.0,1,Immediate,1.5,10449.68,0.0161,0,0.173,0
CLM-2024-15193,46,Male,52359.45,Comprehensive,5.0,1549.41,16477.0,3,Truck,Single-Vehicle,Moderate,9,No,No,9011.34,0,0.0,2,0,Standard,0.732,0.467,1,10.6344,0.4,1,Standard,3.0,25488.34,0.8276,0,1.464,0
CLM-2024-15297,31,Female,42166.47,Collision,6.6,1050.24,49500.99,5,Sports,Animal Collision,Major,0,Yes,No,49442.46,0,0.0,0,0,Clean,0.383,0.453,0,47.133,0.0,1,Immediate,0.0,98943.45,0.0012,0,1.3405,0
CLM-2024-13866,26,Female,41490.01,Comprehensive,1.6,1553.06,8939.23,5,Sedan,Multi-Vehicle,Minor,3,No,No,8934.07,0,0.0,0,0,Clean,0.44,0.687,0,5.7559,0.0,1,Standard,0.0,17873.3,0.0006,0,0.44,0
CLM-2024-16057,34,Male,47663.64,Collision,0.3,717.42,31207.31,7,SUV,Multi-Vehicle,Minor,10,No,No,4554.44,4,20096.91,1,0,Standard,0.692,0.745,1,43.4994,3.3333,1,Standard,1.5,55858.66,5.8392,0,0.692,0
CLM-2024-17323,62,Male,81844.14,Collision,1.6,1364.47,17774.11,2,Sedan,Single-Vehicle,Moderate,5,Yes,Yes,17839.85,0,0.0,1,0,Standard,0.496,0.815,0,13.0264,0.625,1,Standard,1.5,35613.96,0.0037,0,0.992,0
